1	2019-11-18 15:23:33	2019-11-18 15:23:33	\N	2019-11-18 15:23:33	6	0	0	0	0	743	650	1838	949
2	2019-11-18 15:23:34	2019-11-18 15:23:34	\N	2019-11-18 15:23:34	6	0	0	0	0	907	572	1838	949
3	2019-11-18 15:23:42	2019-11-18 15:23:42	\N	2019-11-18 15:23:42	6	0	0	0	0	761	484	1838	949
4	2019-11-18 15:23:44	2019-11-18 15:23:44	\N	2019-11-18 15:23:44	6	0	0	0	0	866	399	1838	949
5	2019-11-18 15:23:47	2019-11-18 15:23:47	\N	2019-11-18 15:23:47	6	0	0	1	0	866	399	1838	949
6	2019-11-18 15:46:43	2019-11-18 15:46:43	\N	2019-11-18 15:46:43	1	0	0	1	0	1280	434	1903	954
7	2019-11-18 15:46:44	2019-11-18 15:46:44	\N	2019-11-18 15:46:44	1	0	0	1	0	1610	419	1903	954
8	2019-11-18 15:46:47	2019-11-18 15:46:47	\N	2019-11-18 15:46:47	1	0	0	1	0	1446	103	1903	954
9	2019-11-18 15:46:48	2019-11-18 15:46:48	\N	2019-11-18 15:46:48	1	0	0	1	0	906	174	1903	954
10	2019-11-18 15:46:49	2019-11-18 15:46:49	\N	2019-11-18 15:46:49	1	0	0	1	0	576	259	1903	954
11	2019-11-18 15:46:50	2019-11-18 15:46:50	\N	2019-11-18 15:46:50	1	0	0	1	0	992	223	1903	954
12	2019-11-18 15:46:51	2019-11-18 15:46:51	\N	2019-11-18 15:46:51	1	0	0	1	0	1321	232	1903	954
13	2019-11-18 15:46:52	2019-11-18 15:46:52	\N	2019-11-18 15:46:52	1	0	0	1	0	702	268	1903	954
14	2019-11-18 15:46:53	2019-11-18 15:46:53	\N	2019-11-18 15:46:53	1	0	0	1	0	1040	263	1903	954
15	2019-11-18 15:46:54	2019-11-18 15:46:54	\N	2019-11-18 15:46:54	1	0	0	1	0	1324	274	1903	954
16	2019-11-18 15:46:55	2019-11-18 15:46:55	\N	2019-11-18 15:46:55	1	0	0	1	0	656	291	1903	954
17	2019-11-18 15:46:56	2019-11-18 15:46:56	\N	2019-11-18 15:46:56	1	0	0	1	0	1113	309	1903	954
18	2019-11-18 15:46:57	2019-11-18 15:46:57	\N	2019-11-18 15:46:57	1	0	0	1	0	1293	383	1903	954
19	2019-11-18 15:46:58	2019-11-18 15:46:58	\N	2019-11-18 15:46:58	1	0	0	1	568	1232	416	1903	954
20	2019-11-18 15:46:59	2019-11-18 15:46:59	\N	2019-11-18 15:46:59	1	0	0	1	962	1208	403	1903	954
21	2019-11-18 15:47:00	2019-11-18 15:47:00	\N	2019-11-18 15:47:00	1	0	0	1	0	1202	403	1903	954
22	2019-11-18 15:47:01	2019-11-18 15:47:01	\N	2019-11-18 15:47:01	1	0	0	1	0	1085	423	1903	954
23	2019-11-18 15:47:02	2019-11-18 15:47:02	\N	2019-11-18 15:47:02	1	0	0	1	0	587	178	1903	954
24	2019-11-18 15:47:03	2019-11-18 15:47:03	\N	2019-11-18 15:47:03	1	0	0	1	0	581	177	1903	954
25	2019-11-18 15:47:04	2019-11-18 15:47:04	\N	2019-11-18 15:47:04	1	0	0	1	0	599	155	1903	954
26	2019-11-18 15:47:05	2019-11-18 15:47:05	\N	2019-11-18 15:47:05	1	0	0	1	0	601	167	1903	954
27	2019-11-18 15:47:06	2019-11-18 15:47:06	\N	2019-11-18 15:47:06	1	0	0	1	0	1371	156	1903	954
28	2019-11-18 15:47:07	2019-11-18 15:47:07	\N	2019-11-18 15:47:07	1	0	0	1	0	504	211	1903	954
29	2019-11-18 15:47:08	2019-11-18 15:47:08	\N	2019-11-18 15:47:08	1	0	0	1	0	374	107	1903	954
30	2019-11-18 15:47:10	2019-11-18 15:47:10	\N	2019-11-18 15:47:10	1	0	0	1	0	596	117	1903	954
31	2019-11-18 15:47:16	2019-11-18 15:47:16	\N	2019-11-18 15:47:16	1	0	0	1	0	0	0	1903	954
32	2019-11-18 15:48:07	2019-11-18 15:48:07	\N	2019-11-18 15:48:07	1	0	0	1	0	0	0	1903	954
33	2019-11-18 15:48:10	2019-11-18 15:48:10	\N	2019-11-18 15:48:10	1	0	0	1	0	969	153	1903	954
34	2019-11-18 15:48:11	2019-11-18 15:48:11	\N	2019-11-18 15:48:11	1	0	0	1	0	1182	203	1903	954
35	2019-11-18 15:48:13	2019-11-18 15:48:13	\N	2019-11-18 15:48:13	1	0	0	1	0	1179	238	1903	954
36	2019-11-18 15:48:14	2019-11-18 15:48:14	\N	2019-11-18 15:48:14	1	0	0	1	0	1065	292	1903	954
37	2019-11-18 15:48:15	2019-11-18 15:48:15	\N	2019-11-18 15:48:15	1	0	0	1	0	800	324	1903	954
38	2019-11-18 15:48:16	2019-11-18 15:48:16	\N	2019-11-18 15:48:16	1	0	0	1	0	793	327	1903	954
39	2019-11-18 15:48:19	2019-11-18 15:48:19	\N	2019-11-18 15:48:19	1	0	0	1	0	1178	205	1903	954
40	2019-11-18 15:48:20	2019-11-18 15:48:20	\N	2019-11-18 15:48:20	1	0	0	1	0	839	247	1903	954
41	2019-11-18 15:48:21	2019-11-18 15:48:21	\N	2019-11-18 15:48:21	1	0	0	1	0	1028	263	1903	954
42	2019-11-18 15:48:22	2019-11-18 15:48:22	\N	2019-11-18 15:48:22	1	0	0	1	0	1197	252	1903	954
43	2019-11-18 15:48:23	2019-11-18 15:48:23	\N	2019-11-18 15:48:23	1	0	0	1	0	824	315	1903	954
44	2019-11-18 15:48:24	2019-11-18 15:48:24	\N	2019-11-18 15:48:24	1	0	0	1	0	1228	309	1903	954
