52	2019-11-19 19:03:13	2019-11-19 19:03:13	\N	2019-11-19 19:03:13	11	1	7	21104	1369
53	2019-11-19 19:05:55	2019-11-19 19:05:55	\N	2019-11-19 19:05:54	10	2	3	16423	9553
54	2019-11-19 19:06:30	2019-11-19 19:06:30	\N	2019-11-19 19:06:30	10	2	3	20762	14431
55	2019-11-19 19:20:21	2019-11-19 19:20:21	\N	2019-11-19 19:20:21	10	1	7	21444	4243
56	2019-11-19 19:20:47	2019-11-19 19:20:47	\N	2019-11-19 19:20:46	10	1	7	23995	1347
57	2019-11-19 19:20:48	2019-11-19 19:20:48	\N	2019-11-19 19:20:46	10	1	7	23995	1432
58	2019-11-19 20:00:59	2019-11-19 20:00:59	\N	2019-11-19 20:00:59	13	2	1	20083	31881
59	2019-11-19 20:01:31	2019-11-19 20:01:31	\N	2019-11-19 20:01:31	13	1	1	27346	4729
60	2019-11-19 20:08:28	2019-11-19 20:08:28	\N	2019-11-19 20:08:28	13	2	3	19657	10733
61	2019-11-19 20:08:57	2019-11-19 20:08:57	\N	2019-11-19 20:08:57	13	1	3	25602	3231
62	2019-11-19 20:20:29	2019-11-19 20:20:29	\N	2019-11-19 20:20:29		6	0	25371	41911
63	2019-11-19 20:33:46	2019-11-19 20:33:46	\N	2019-11-19 20:33:41	14	2	1	16334	11767
64	2019-11-19 20:34:22	2019-11-19 20:34:22	\N	2019-11-19 20:34:17	14	1	1	23640	12336
65	2019-11-19 20:39:45	2019-11-19 20:39:45	\N	2019-11-19 20:39:41	14	3	3	15926	8424
66	2019-11-19 20:40:12	2019-11-19 20:40:12	\N	2019-11-19 20:40:07	14	1	3	22153	4415
67	2019-11-19 20:51:15	2019-11-19 20:51:15	\N	2019-11-19 20:51:11	14	6	7	25398	3856
68	2019-11-19 20:51:51	2019-11-19 20:51:51	\N	2019-11-19 20:51:46	14	5	7	26655	8698
69	2019-11-19 23:14:09	2019-11-19 23:14:09	\N	2019-11-19 23:14:09	15	2	1	16170	12058
70	2019-11-19 23:14:41	2019-11-19 23:14:41	\N	2019-11-19 23:14:42	15	1	1	27395	5231
71	2019-11-19 23:18:12	2019-11-19 23:18:12	\N	2019-11-19 23:18:12	15	6	3	27078	9442
72	2019-11-19 23:18:51	2019-11-19 23:18:51	\N	2019-11-19 23:18:51	15	1	3	27578	12123
73	2019-11-19 23:24:49	2019-11-19 23:24:49	\N	2019-11-19 23:24:49	15	1	7	20177	6110
74	2019-11-19 23:25:18	2019-11-19 23:25:18	\N	2019-11-19 23:25:18	15	6	7	26690	2112
75	2019-11-20 20:04:50	2019-11-20 20:04:50	\N	2019-11-20 20:04:50	16	1	1	20151	9939
76	2019-11-20 20:05:23	2019-11-20 20:05:23	\N	2019-11-20 20:05:23	16	1	1	23372	9756
77	2019-11-20 20:10:26	2019-11-20 20:10:26	\N	2019-11-20 20:10:26	16	1	3	19055	4041
78	2019-11-20 20:10:49	2019-11-20 20:10:49	\N	2019-11-20 20:10:49	16	1	3	20462	2586
79	2019-11-20 20:20:33	2019-11-20 20:20:33	\N	2019-11-20 20:20:33	16	1	7	18671	3631
80	2019-11-20 20:21:02	2019-11-20 20:21:02	\N	2019-11-20 20:21:02	16	2	7	27572	1860
81	2019-11-22 12:11:20	2019-11-22 12:11:20	\N	2019-11-22 12:11:21	17	2	1	16793	11453
82	2019-11-22 12:11:46	2019-11-22 12:11:46	\N	2019-11-22 12:11:47	17	2	1	21760	4086
83	2019-11-22 12:15:00	2019-11-22 12:15:00	\N	2019-11-22 12:15:01	17	4	3	20648	8385
84	2019-11-22 12:15:33	2019-11-22 12:15:33	\N	2019-11-22 12:15:33	17	5	3	27909	4770
85	2019-11-22 12:19:09	2019-11-22 12:19:09	\N	2019-11-22 12:19:10	17	2	7	23723	6648
86	2019-11-22 12:19:37	2019-11-22 12:19:37	\N	2019-11-22 12:19:38	17	6	8	25452	2990
87	2019-11-22 16:32:18	2019-11-22 16:32:18	\N	2019-11-22 16:32:19	18	6	1	15415	4299
88	2019-11-22 16:32:51	2019-11-22 16:32:51	\N	2019-11-22 16:32:52	18	2	1	26936	6375
89	2019-11-22 16:38:12	2019-11-22 16:38:12	\N	2019-11-22 16:38:13	18	2	3	17128	5011
90	2019-11-22 16:38:39	2019-11-22 16:38:39	\N	2019-11-22 16:38:40	18	1	3	23307	3781
91	2019-11-22 16:47:49	2019-11-22 16:47:49	\N	2019-11-22 16:47:50	18	5	7	21580	4308
92	2019-11-22 16:48:18	2019-11-22 16:48:18	\N	2019-11-22 16:48:19	18	1	7	26368	2656
93	2019-11-23 13:23:34	2019-11-23 13:23:34	\N	2019-11-23 13:23:33	19	2	1	21379	4531
94	2019-11-23 13:24:01	2019-11-23 13:24:01	\N	2019-11-23 13:24:01	19	4	1	21858	5930
95	2019-11-23 13:27:15	2019-11-23 13:27:15	\N	2019-11-23 13:27:15	19	1	3	23190	13282
96	2019-11-23 13:27:45	2019-11-23 13:27:45	\N	2019-11-23 13:27:45	19	4	3	24688	5207
97	2019-11-23 13:33:38	2019-11-23 13:33:38	\N	2019-11-23 13:33:38	19	2	7	12009	5530
98	2019-11-23 13:34:10	2019-11-23 13:34:10	\N	2019-11-23 13:34:10	19	1	7	21480	10717
99	2019-11-24 10:24:00	2019-11-24 10:24:00	\N	2019-11-24 10:24:00	22	3	1	17616	16914
100	2019-11-24 10:24:34	2019-11-24 10:24:34	\N	2019-11-24 10:24:34	22	5	1	28478	5434
101	2019-11-24 10:27:01	2019-11-24 10:27:01	\N	2019-11-24 10:27:01	22	1	3	12963	2438
102	2019-11-24 10:27:27	2019-11-24 10:27:27	\N	2019-11-24 10:27:27	22	1	3	21686	3842
103	2019-11-24 10:34:24	2019-11-24 10:34:24	\N	2019-11-24 10:34:24	22	6	7	12437	4954
104	2019-11-24 10:34:50	2019-11-24 10:34:50	\N	2019-11-24 10:34:50	22	6	7	23328	2400
105	2019-11-24 10:52:43	2019-11-24 10:52:43	\N	2019-11-24 10:52:43	23	2	1	28489	8717
106	2019-11-24 10:53:17	2019-11-24 10:53:17	\N	2019-11-24 10:53:17	23	1	1	27036	6592
107	2019-11-24 10:57:55	2019-11-24 10:57:55	\N	2019-11-24 10:57:55	23	6	3	22727	6854
108	2019-11-24 10:58:28	2019-11-24 10:58:28	\N	2019-11-24 10:58:28	23	6	3	26638	7265
109	2019-11-24 11:06:24	2019-11-24 11:06:24	\N	2019-11-24 11:06:24	23	5	7	26690	4613
110	2019-11-24 11:07:00	2019-11-24 11:07:00	\N	2019-11-24 11:07:00	23	6	7	27425	7970
111	2019-11-24 11:20:30	2019-11-24 11:20:30	\N	2019-11-24 11:20:30	24	2	1	11725	19512
112	2019-11-24 11:20:59	2019-11-24 11:20:59	\N	2019-11-24 11:20:59	24	1	1	25233	4019
113	2019-11-24 11:22:54	2019-11-24 11:22:54	\N	2019-11-24 11:22:54	24	1	1	23977	2270
114	2019-11-24 11:23:22	2019-11-24 11:23:22	\N	2019-11-24 11:23:21	24	1	2	25310	2221
115	2019-11-24 11:25:01	2019-11-24 11:25:01	\N	2019-11-24 11:25:01	24	1	3	12963	1913
116	2019-11-24 11:25:33	2019-11-24 11:25:33	\N	2019-11-24 11:25:33	24	1	3	29391	2433
117	2019-11-24 11:31:56	2019-11-24 11:31:56	\N	2019-11-24 11:31:56	24	5	7	10506	5705
118	2019-11-24 11:32:26	2019-11-24 11:32:26	\N	2019-11-24 11:32:26	24	1	7	28215	2078
119	2019-11-24 11:41:59	2019-11-24 11:41:59	\N	2019-11-24 11:41:57	25	1	1	26564	7643
120	2019-11-24 11:42:30	2019-11-24 11:42:30	\N	2019-11-24 11:42:29	25	1	1	29864	2105
121	2019-11-24 11:49:26	2019-11-24 11:49:26	\N	2019-11-24 11:49:25	25	1	3	20330	21841
122	2019-11-24 11:49:48	2019-11-24 11:49:48	\N	2019-11-24 11:49:47	25	1	3	20280	2187
123	2019-11-24 12:02:32	2019-11-24 12:02:32	\N	2019-11-24 12:02:31	25	1	7	29421	2070
124	2019-11-24 12:02:55	2019-11-24 12:02:55	\N	2019-11-24 12:02:54	25	1	7	21416	1522
125	2019-11-24 15:46:46	2019-11-24 15:46:46	\N	2019-11-24 15:46:45	26	1	1	23301	6171
126	2019-11-24 15:47:15	2019-11-24 15:47:15	\N	2019-11-24 15:47:14	26	1	1	21228	8053
127	2019-11-24 15:48:58	2019-11-24 15:48:58	\N	2019-11-24 15:48:57	26	1	3	15894	3780
128	2019-11-24 15:49:24	2019-11-24 15:49:24	\N	2019-11-24 15:49:24	26	1	3	21860	4943
129	2019-11-24 15:53:59	2019-11-24 15:53:59	\N	2019-11-24 15:53:58	26	3	7	26643	6938
130	2019-11-24 15:54:29	2019-11-24 15:54:29	\N	2019-11-24 15:54:28	26	1	7	27966	1945
131	2019-11-24 17:07:06	2019-11-24 17:07:06	\N	2019-11-24 17:07:06	27	2	1	21274	6329
132	2019-11-24 17:07:34	2019-11-24 17:07:34	\N	2019-11-24 17:07:34	27	1	1	25743	2842
133	2019-11-24 17:09:29	2019-11-24 17:09:29	\N	2019-11-24 17:09:29	27	1	3	23835	3689
134	2019-11-24 17:09:51	2019-11-24 17:09:51	\N	2019-11-24 17:09:51	27	1	3	20277	2029
135	2019-11-24 17:13:58	2019-11-24 17:13:58	\N	2019-11-24 17:13:58	27	1	7	19685	2619
136	2019-11-24 17:14:30	2019-11-24 17:14:30	\N	2019-11-24 17:14:30	27	1	7	27502	4330
137	2019-11-25 12:27:06	2019-11-25 12:27:06	\N	2019-11-25 12:24:17	29	2	1	10978	7816
138	2019-11-25 12:27:29	2019-11-25 12:27:29	\N	2019-11-25 12:24:41	29	1	1	20913	2671
139	2019-11-25 12:37:58	2019-11-25 12:37:58	\N	2019-11-25 12:35:09	29	6	3	19601	441310
140	2019-11-25 12:38:27	2019-11-25 12:38:27	\N	2019-11-25 12:35:39	29	1	3	27103	1988
141	2019-11-25 16:35:45	2019-11-25 16:35:45	\N	2019-11-25 16:35:45	30	2	1	12852	8023
142	2019-11-25 16:36:17	2019-11-25 16:36:17	\N	2019-11-25 16:36:17	30	1	1	24184	7979
143	2019-11-25 16:39:29	2019-11-25 16:39:29	\N	2019-11-25 16:39:29	30	1	3	20873	17207
144	2019-11-25 16:40:00	2019-11-25 16:40:00	\N	2019-11-25 16:40:00	30	1	3	29086	1776
145	2019-11-25 16:45:01	2019-11-25 16:45:01	\N	2019-11-25 16:45:01	30	1	7	18226	1970
146	2019-11-25 16:45:26	2019-11-25 16:45:26	\N	2019-11-25 16:45:26	30	1	7	23030	1560
147	2019-11-26 15:27:33	2019-11-26 15:27:33	\N	2019-11-26 15:27:33	31	1	1	28925	14009
148	2019-11-26 15:28:05	2019-11-26 15:28:05	\N	2019-11-26 15:28:05	31	4	3	15000	-6206
149	2019-11-26 15:28:19	2019-11-26 15:28:19	\N	2019-11-26 15:28:19	31	1	4	22264	-8853
150	2019-11-26 21:22:41	2019-11-26 21:22:41	\N	2019-11-26 21:22:40	32	2	1	26627	6072
151	2019-11-26 21:23:11	2019-11-26 21:23:11	\N	2019-11-26 21:23:10	32	1	1	25037	4735
152	2019-11-26 21:28:35	2019-11-26 21:28:35	\N	2019-11-26 21:28:34	32	5	3	10680	5485
153	2019-11-26 21:29:08	2019-11-26 21:29:08	\N	2019-11-26 21:29:06	32	1	3	28118	4216
154	2019-11-26 21:41:02	2019-11-26 21:41:02	\N	2019-11-26 21:41:01	32	6	7	15359	3924
155	2019-11-26 21:41:25	2019-11-26 21:41:25	\N	2019-11-26 21:41:24	32	1	7	20351	1908
156	2019-11-28 01:40:13	2019-11-28 01:40:13	\N	2019-11-28 01:40:13	33	5	1	20422	14913
157	2019-11-28 01:40:47	2019-11-28 01:40:47	\N	2019-11-28 01:40:47	33	1	1	25077	9226
158	2019-11-28 01:48:23	2019-11-28 01:48:23	\N	2019-11-28 01:48:23	33	1	3	23999	8602
159	2019-11-28 01:48:56	2019-11-28 01:48:56	\N	2019-11-28 01:48:56	33	1	3	28099	4450
160	2019-11-28 02:03:22	2019-11-28 02:03:22	\N	2019-11-28 02:03:22	33	1	7	28459	4738
161	2019-11-28 02:03:49	2019-11-28 02:03:49	\N	2019-11-28 02:03:49	33	6	7	22766	4623
