1	2019-11-18 17:28:05	2019-11-18 17:28:05	\N	2	war_and_peace	1	0
2	2019-11-18 17:30:41	2019-11-18 17:30:41	\N	2	war_and_peace	1	1
3	2019-11-18 17:34:00	2019-11-18 17:34:00	\N	2	war_and_peace	1	2
4	2019-11-18 17:37:29	2019-11-18 17:37:29	\N	2	war_and_peace	1	3
5	2019-11-18 17:40:16	2019-11-18 17:40:16	\N	2	war_and_peace	1	4
6	2019-11-18 17:44:20	2019-11-18 17:44:20	\N	2	war_and_peace	1	5
7	2019-11-18 17:46:55	2019-11-18 17:46:55	\N	2	war_and_peace	1	6
8	2019-11-18 17:49:07	2019-11-18 17:49:07	\N	2	war_and_peace	1	7
9	2019-11-18 18:46:47	2019-11-18 18:46:47	\N	3	war_and_peace	0	0
10	2019-11-18 18:48:01	2019-11-18 18:48:01	\N	3	war_and_peace	0	1
11	2019-11-18 18:49:47	2019-11-18 18:49:47	\N	3	war_and_peace	1	2
12	2019-11-18 18:51:47	2019-11-18 18:51:47	\N	3	war_and_peace	0	3
13	2019-11-18 18:53:30	2019-11-18 18:53:30	\N	3	war_and_peace	1	4
14	2019-11-18 18:57:33	2019-11-18 18:57:33	\N	3	war_and_peace	1	5
15	2019-11-18 19:00:35	2019-11-18 19:00:35	\N	3	war_and_peace	1	6
16	2019-11-18 19:03:49	2019-11-18 19:03:49	\N	3	war_and_peace	1	7
17	2019-11-19 09:59:14	2019-11-19 09:59:14	\N	4	grimm	0	0
18	2019-11-19 10:03:05	2019-11-19 10:03:05	\N	4	grimm	0	1
19	2019-11-19 10:06:05	2019-11-19 10:06:05	\N	4	grimm	1	2
20	2019-11-19 10:08:51	2019-11-19 10:08:51	\N	4	grimm	0	3
21	2019-11-19 10:11:53	2019-11-19 10:11:53	\N	4	grimm	0	4
22	2019-11-19 10:14:11	2019-11-19 10:14:11	\N	4	grimm	1	5
23	2019-11-19 10:16:31	2019-11-19 10:16:31	\N	4	grimm	1	6
24	2019-11-19 10:18:44	2019-11-19 10:18:44	\N	4	grimm	1	7
25	2019-11-19 10:21:14	2019-11-19 10:21:14	\N	4	grimm	1	8
26	2019-11-19 10:40:18	2019-11-19 10:40:18	\N	5	grimm	0	0
27	2019-11-19 10:42:15	2019-11-19 10:42:15	\N	5	grimm	1	1
28	2019-11-19 10:44:16	2019-11-19 10:44:16	\N	5	grimm	1	2
29	2019-11-19 10:46:10	2019-11-19 10:46:10	\N	5	grimm	0	3
30	2019-11-19 10:48:21	2019-11-19 10:48:21	\N	5	grimm	1	4
31	2019-11-19 10:50:07	2019-11-19 10:50:07	\N	5	grimm	1	5
32	2019-11-19 10:52:06	2019-11-19 10:52:06	\N	5	grimm	1	6
33	2019-11-19 10:54:42	2019-11-19 10:54:42	\N	5	grimm	1	7
34	2019-11-19 10:56:18	2019-11-19 10:56:18	\N	5	grimm	1	8
35	2019-11-19 12:59:28	2019-11-19 12:59:28	\N	6	war_and_peace	1	0
36	2019-11-19 13:01:07	2019-11-19 13:01:07	\N	6	war_and_peace	1	1
37	2019-11-19 13:02:24	2019-11-19 13:02:24	\N	6	war_and_peace	1	2
38	2019-11-19 13:04:31	2019-11-19 13:04:31	\N	6	war_and_peace	1	3
39	2019-11-19 13:06:07	2019-11-19 13:06:07	\N	6	war_and_peace	1	4
40	2019-11-19 13:07:54	2019-11-19 13:07:54	\N	6	war_and_peace	1	5
41	2019-11-19 13:07:56	2019-11-19 13:07:56	\N	7	war_and_peace	1	0
42	2019-11-19 13:09:26	2019-11-19 13:09:26	\N	6	war_and_peace	1	6
43	2019-11-19 13:11:18	2019-11-19 13:11:18	\N	6	war_and_peace	0	7
44	2019-11-19 13:12:58	2019-11-19 13:12:58	\N	7	war_and_peace	1	1
45	2019-11-19 13:16:15	2019-11-19 13:16:15	\N	7	war_and_peace	1	2
46	2019-11-19 13:20:03	2019-11-19 13:20:03	\N	7	war_and_peace	1	3
47	2019-11-19 13:22:51	2019-11-19 13:22:51	\N	7	war_and_peace	1	4
48	2019-11-19 13:26:02	2019-11-19 13:26:02	\N	8	war_and_peace	0	0
49	2019-11-19 13:27:06	2019-11-19 13:27:06	\N	7	war_and_peace	1	5
50	2019-11-19 13:29:46	2019-11-19 13:29:46	\N	7	war_and_peace	1	6
51	2019-11-19 13:33:24	2019-11-19 13:33:24	\N	7	war_and_peace	1	7
52	2019-11-19 16:18:16	2019-11-19 16:18:16	\N	9	war_and_peace	0	0
53	2019-11-19 16:20:18	2019-11-19 16:20:18	\N	9	war_and_peace	0	1
54	2019-11-19 16:21:38	2019-11-19 16:21:38	\N	9	war_and_peace	0	2
55	2019-11-19 16:23:13	2019-11-19 16:23:13	\N	9	war_and_peace	0	3
56	2019-11-19 16:24:21	2019-11-19 16:24:21	\N	9	war_and_peace	1	4
57	2019-11-19 16:26:20	2019-11-19 16:26:20	\N	9	war_and_peace	0	5
58	2019-11-19 16:27:37	2019-11-19 16:27:37	\N	9	war_and_peace	1	6
59	2019-11-19 16:29:04	2019-11-19 16:29:04	\N	9	war_and_peace	0	7
60	2019-11-19 18:54:54	2019-11-19 18:54:54	\N	11	grimm	1	0
61	2019-11-19 18:55:41	2019-11-19 18:55:41	\N	10	war_and_peace	1	0
62	2019-11-19 18:56:29	2019-11-19 18:56:29	\N	11	grimm	1	1
63	2019-11-19 18:58:01	2019-11-19 18:58:01	\N	11	grimm	1	2
64	2019-11-19 18:58:03	2019-11-19 18:58:03	\N	12	grimm	1	0
65	2019-11-19 18:59:09	2019-11-19 18:59:09	\N	11	grimm	1	3
66	2019-11-19 18:59:53	2019-11-19 18:59:53	\N	12	grimm	1	1
67	2019-11-19 19:00:37	2019-11-19 19:00:37	\N	10	war_and_peace	1	1
68	2019-11-19 19:00:45	2019-11-19 19:00:45	\N	11	grimm	0	4
69	2019-11-19 19:01:29	2019-11-19 19:01:29	\N	12	grimm	1	2
70	2019-11-19 19:01:32	2019-11-19 19:01:32	\N	11	grimm	1	5
71	2019-11-19 19:02:30	2019-11-19 19:02:30	\N	11	grimm	1	6
72	2019-11-19 19:03:37	2019-11-19 19:03:37	\N	11	grimm	1	7
73	2019-11-19 19:04:38	2019-11-19 19:04:38	\N	11	grimm	1	8
74	2019-11-19 19:05:28	2019-11-19 19:05:28	\N	10	war_and_peace	1	2
75	2019-11-19 19:05:29	2019-11-19 19:05:29	\N	10	war_and_peace	1	2
76	2019-11-19 19:10:21	2019-11-19 19:10:21	\N	10	war_and_peace	1	3
77	2019-11-19 19:14:10	2019-11-19 19:14:10	\N	10	war_and_peace	1	4
78	2019-11-19 19:17:34	2019-11-19 19:17:34	\N	10	war_and_peace	1	5
79	2019-11-19 19:19:55	2019-11-19 19:19:55	\N	10	war_and_peace	1	6
80	2019-11-19 19:23:42	2019-11-19 19:23:42	\N	10	war_and_peace	1	7
81	2019-11-19 20:00:07	2019-11-19 20:00:07	\N	13	grimm	1	0
82	2019-11-19 20:03:29	2019-11-19 20:03:29	\N	13	grimm	1	1
83	2019-11-19 20:07:58	2019-11-19 20:07:58	\N	13	grimm	1	2
84	2019-11-19 20:11:12	2019-11-19 20:11:12	\N	13	grimm	1	3
85	2019-11-19 20:14:21	2019-11-19 20:14:21	\N	13	grimm	1	4
86	2019-11-19 20:17:05	2019-11-19 20:17:05	\N	13	grimm	1	5
87	2019-11-19 20:19:22	2019-11-19 20:19:22	\N	13	grimm	1	6
88	2019-11-19 20:19:26	2019-11-19 20:19:26	\N	13	grimm	0	7
89	2019-11-19 20:19:30	2019-11-19 20:19:30	\N	13	grimm	0	8
90	2019-11-19 20:33:18	2019-11-19 20:33:18	\N	14	war_and_peace	1	0
91	2019-11-19 20:36:20	2019-11-19 20:36:20	\N	14	war_and_peace	1	1
92	2019-11-19 20:39:21	2019-11-19 20:39:21	\N	14	war_and_peace	1	2
93	2019-11-19 20:42:56	2019-11-19 20:42:56	\N	14	war_and_peace	1	3
94	2019-11-19 20:45:28	2019-11-19 20:45:28	\N	14	war_and_peace	1	4
95	2019-11-19 20:48:29	2019-11-19 20:48:29	\N	14	war_and_peace	1	5
96	2019-11-19 20:50:46	2019-11-19 20:50:46	\N	14	war_and_peace	0	6
97	2019-11-19 20:54:09	2019-11-19 20:54:09	\N	14	war_and_peace	1	7
98	2019-11-19 23:13:40	2019-11-19 23:13:40	\N	15	war_and_peace	1	0
99	2019-11-19 23:15:52	2019-11-19 23:15:52	\N	15	war_and_peace	1	1
100	2019-11-19 23:17:35	2019-11-19 23:17:35	\N	15	war_and_peace	0	2
101	2019-11-19 23:19:32	2019-11-19 23:19:32	\N	15	war_and_peace	0	3
102	2019-11-19 23:20:53	2019-11-19 23:20:53	\N	15	war_and_peace	1	4
103	2019-11-19 23:22:52	2019-11-19 23:22:52	\N	15	war_and_peace	1	5
104	2019-11-19 23:24:23	2019-11-19 23:24:23	\N	15	war_and_peace	1	6
105	2019-11-19 23:26:30	2019-11-19 23:26:30	\N	15	war_and_peace	1	7
106	2019-11-20 20:04:20	2019-11-20 20:04:20	\N	16	grimm	1	0
107	2019-11-20 20:07:03	2019-11-20 20:07:03	\N	16	grimm	1	1
108	2019-11-20 20:10:03	2019-11-20 20:10:03	\N	16	grimm	1	2
109	2019-11-20 20:12:08	2019-11-20 20:12:08	\N	16	grimm	0	3
110	2019-11-20 20:15:03	2019-11-20 20:15:03	\N	16	grimm	1	4
111	2019-11-20 20:18:01	2019-11-20 20:18:01	\N	16	grimm	1	5
112	2019-11-20 20:20:11	2019-11-20 20:20:11	\N	16	grimm	1	6
113	2019-11-20 20:22:17	2019-11-20 20:22:17	\N	16	grimm	0	7
114	2019-11-20 20:24:15	2019-11-20 20:24:15	\N	16	grimm	1	8
115	2019-11-22 12:10:51	2019-11-22 12:10:51	\N	17	grimm	1	0
116	2019-11-22 12:12:57	2019-11-22 12:12:57	\N	17	grimm	1	1
117	2019-11-22 12:14:31	2019-11-22 12:14:31	\N	17	grimm	1	2
118	2019-11-22 12:16:01	2019-11-22 12:16:01	\N	17	grimm	1	3
119	2019-11-22 12:17:13	2019-11-22 12:17:13	\N	17	grimm	0	4
120	2019-11-22 12:18:04	2019-11-22 12:18:04	\N	17	grimm	1	5
121	2019-11-22 12:18:38	2019-11-22 12:18:38	\N	17	grimm	0	6
122	2019-11-22 12:19:20	2019-11-22 12:19:20	\N	17	grimm	0	7
123	2019-11-22 12:20:09	2019-11-22 12:20:09	\N	17	grimm	0	8
124	2019-11-22 16:31:58	2019-11-22 16:31:58	\N	18	war_and_peace	0	0
125	2019-11-22 16:35:01	2019-11-22 16:35:01	\N	18	war_and_peace	1	1
126	2019-11-22 16:37:50	2019-11-22 16:37:50	\N	18	war_and_peace	1	2
127	2019-11-22 16:40:33	2019-11-22 16:40:33	\N	18	war_and_peace	1	3
128	2019-11-22 16:42:43	2019-11-22 16:42:43	\N	18	war_and_peace	1	4
129	2019-11-22 16:45:16	2019-11-22 16:45:16	\N	18	war_and_peace	1	5
130	2019-11-22 16:47:24	2019-11-22 16:47:24	\N	18	war_and_peace	0	6
131	2019-11-22 16:50:24	2019-11-22 16:50:24	\N	18	war_and_peace	1	7
132	2019-11-23 13:23:08	2019-11-23 13:23:08	\N	19	grimm	1	0
133	2019-11-23 13:24:44	2019-11-23 13:24:44	\N	19	grimm	1	1
134	2019-11-23 13:26:38	2019-11-23 13:26:38	\N	19	grimm	1	2
135	2019-11-23 13:28:20	2019-11-23 13:28:20	\N	19	grimm	0	3
136	2019-11-23 13:30:35	2019-11-23 13:30:35	\N	19	grimm	1	4
137	2019-11-23 13:31:57	2019-11-23 13:31:57	\N	19	grimm	1	5
138	2019-11-23 13:33:21	2019-11-23 13:33:21	\N	19	grimm	1	6
139	2019-11-23 13:35:24	2019-11-23 13:35:24	\N	19	grimm	1	7
140	2019-11-23 13:36:51	2019-11-23 13:36:51	\N	19	grimm	1	8
141	2019-11-24 10:23:26	2019-11-24 10:23:26	\N	22	grimm	0	0
142	2019-11-24 10:24:52	2019-11-24 10:24:52	\N	22	grimm	0	1
143	2019-11-24 10:26:46	2019-11-24 10:26:46	\N	22	grimm	1	2
144	2019-11-24 10:28:37	2019-11-24 10:28:37	\N	22	grimm	0	3
145	2019-11-24 10:30:54	2019-11-24 10:30:54	\N	22	grimm	0	4
146	2019-11-24 10:32:31	2019-11-24 10:32:31	\N	22	grimm	0	5
147	2019-11-24 10:34:06	2019-11-24 10:34:06	\N	22	grimm	0	6
148	2019-11-24 10:35:40	2019-11-24 10:35:40	\N	22	grimm	0	7
149	2019-11-24 10:37:42	2019-11-24 10:37:42	\N	22	grimm	0	8
150	2019-11-24 10:52:06	2019-11-24 10:52:06	\N	23	war_and_peace	1	0
151	2019-11-24 10:54:59	2019-11-24 10:54:59	\N	23	war_and_peace	1	1
152	2019-11-24 10:57:25	2019-11-24 10:57:25	\N	23	war_and_peace	1	2
153	2019-11-24 10:59:56	2019-11-24 10:59:56	\N	23	war_and_peace	1	3
154	2019-11-24 11:02:12	2019-11-24 11:02:12	\N	23	war_and_peace	1	4
155	2019-11-24 11:04:34	2019-11-24 11:04:34	\N	23	war_and_peace	1	5
156	2019-11-24 11:05:53	2019-11-24 11:05:53	\N	23	war_and_peace	1	6
157	2019-11-24 11:07:55	2019-11-24 11:07:55	\N	23	war_and_peace	0	7
158	2019-11-24 11:19:59	2019-11-24 11:19:59	\N	24	war_and_peace	1	0
159	2019-11-24 11:22:59	2019-11-24 11:22:59	\N	24	war_and_peace	1	1
160	2019-11-24 11:24:46	2019-11-24 11:24:46	\N	24	war_and_peace	1	2
161	2019-11-24 11:26:32	2019-11-24 11:26:32	\N	24	war_and_peace	1	3
162	2019-11-24 11:28:35	2019-11-24 11:28:35	\N	24	war_and_peace	1	4
163	2019-11-24 11:30:14	2019-11-24 11:30:14	\N	24	war_and_peace	1	5
164	2019-11-24 11:31:40	2019-11-24 11:31:40	\N	24	war_and_peace	1	6
165	2019-11-24 11:33:18	2019-11-24 11:33:18	\N	24	war_and_peace	1	7
166	2019-11-24 11:41:24	2019-11-24 11:41:24	\N	25	war_and_peace	1	0
167	2019-11-24 11:45:03	2019-11-24 11:45:03	\N	25	war_and_peace	1	1
168	2019-11-24 11:48:43	2019-11-24 11:48:43	\N	25	war_and_peace	1	2
169	2019-11-24 11:52:50	2019-11-24 11:52:50	\N	25	war_and_peace	0	3
170	2019-11-24 11:55:40	2019-11-24 11:55:40	\N	25	war_and_peace	1	4
171	2019-11-24 11:59:18	2019-11-24 11:59:18	\N	25	war_and_peace	1	5
172	2019-11-24 12:02:00	2019-11-24 12:02:00	\N	25	war_and_peace	0	6
173	2019-11-24 12:05:59	2019-11-24 12:05:59	\N	25	war_and_peace	1	7
